ITEM,TECH NUMBER,ACTIVITY CSG NUMBER,ACTIVITY CLOSED DATE,LINE AMOUNT
Swap Relocate,MASC914117,1-1LZ4NIBX,4/19/2014,5
INTERNAL DECA-T1,MASC914117,1-1LZ4NIBX,4/19/2014,4
MRV ENABLED,MASC914117,1-1LZ4NIBX,4/19/2014,0
IRD - CLIENT,MASC907665,1-1LYFPKYR,4/19/2014,15.25
IRD - CLIENT,MASC907665,1-1LYFPKYR,4/19/2014,15.25
IRD - CLIENT,MASC907665,1-1LYFPKYR,4/19/2014,15.25
ODU UPGRADE,MASC907665,1-1LYFPKYR,4/19/2014,22
ODU - 18 X 20,MASC995440,1-1LZIRMTG,4/19/2014,0
IRD - STANDARD,MASC995440,1-1LZIRMTG,4/19/2014,19
IRD - STANDARD,MASC995440,1-1LZIRMTG,4/19/2014,19
IRD - STANDARD,MASC995440,1-1LZIRMTG,4/19/2014,19
MULTI-SWITCH KA 6X8,MASC995440,1-1LZIRMTG,4/19/2014,0
BS FILTER,MASC995064,1-1LZ8TAQD,4/19/2014,0
BS FILTER,MASC995064,1-1LZ8TAQD,4/19/2014,0
BS FILTER,MASC995064,1-1LZ8TAQD,4/19/2014,0
Former Install,MASC995064,1-1LZ8TAQD,4/19/2014,60
SUBSIDY,MASC995064,1-1LZ8TAQD,4/19/2014,0
KA/KU LNB SWM LABOR,MASC998397,1-1LVQUOD8,4/22/2014,8
IRD - STANDARD,MASC998397,1-1LVQUOD8,4/22/2014,19
MULTI-SWITCH SWM 8,MASC999035,1-1M0VLR7L,4/22/2014,0
IRD - STANDARD,MASC999035,1-1M0VLR7L,4/22/2014,19
"""ODU - 18""""""",MASC999035,1-1M0VLR7L,4/22/2014,0
MULTI-SWITCH KA 6X8,MASC999035,1-1M0VLR7L,4/22/2014,0
MULTI-SWITCH KA 6X8,MASC999035,1-1M0VLR7L,4/22/2014,0
MULTI-SWITCH 2X4,MASC911659,1-1M1EOWV9,4/22/2014,0
NON DIRECTV EQUIPMENT,MASC998397,1-1LVQUOD8,4/22/2014,22
KA/KU LNB SWM 3,MASC997093,1-1LOKRBS3,4/19/2014,0
SWM ODU HARDWARE,MASC997093,1-1LOKRBS3,4/19/2014,0
KA/KU LNB SWM LABOR,MASC997093,1-1LOKRBS3,4/19/2014,8
IRD - CLIENT,MASC997093,1-1LOKRBS3,4/19/2014,15.25
IRD - CLIENT,MASC997093,1-1LOKRBS3,4/19/2014,15.25
ODU RELOCATE,MASC906491,1-1LZFBL3H,4/19/2014,18
NON DIRECTV EQUIPMENT,MASC906491,1-1LZFBL3H,4/19/2014,22
MRV ENABLED,MASC906491,1-1LZFBL3H,4/19/2014,0
KA/KU LNB SWM 3,MASC997093,1-1LZ015ET,4/19/2014,0
ODU UPGRADE,MASC997093,1-1LZ015ET,4/19/2014,22
IRD - KA/KU,MASC997093,1-1LZ015ET,4/19/2014,19
ODU UPGRADE,MASC997093,1-1LZ015ET,4/19/2014,22
MRV ENABLED,MASC997093,1-1LZ015ET,4/19/2014,0
IRD - ADVANCED WHOLE-HOME DVR,MASC997093,1-1LOKRBS3,4/19/2014,19
KA/KU LNB SWM 3,MASC998231,1-1LYSCHMN,4/19/2014,0
IRD - CLIENT,MASC906491,1-1LZF0P18,4/19/2014,15.25
IRD - STANDARD,MASC906491,1-1LZF0P18,4/19/2014,19
NON DIRECTV EQUIPMENT,MASC906491,1-1LZF0P18,4/19/2014,22
KA/KU LNB SWM 3,MASC906491,1-1LXPO7N0,4/19/2014,0
IRD - KA/KU,MASC906491,1-1LXPO7N0,4/19/2014,19
IRD - KA/KU,MASC906491,1-1LXPO7N0,4/19/2014,19
IRD - HD/DVR COMBO,MASC906491,1-1LXPO7N0,4/19/2014,19
IRD - KA/KU,MASC906491,1-1LXPO7N0,4/19/2014,19
SWM ODU HARDWARE,MASC906491,1-1LXPO7N0,4/19/2014,0
KA/KU LNB SWM LABOR,MASC906491,1-1LXPO7N0,4/19/2014,8
MULTI-SWITCH 2X4,MASC998397,1-1LVQUOD8,4/22/2014,0
MULTI-SWITCH KA 6X8,MASC998397,1-1LVQUOD8,4/22/2014,0
KA/KU LNB SWM 3,MASC906491,1-1M1FOCLP,4/22/2014,0
SWM ODU HARDWARE,MASC906491,1-1M1FOCLP,4/22/2014,0
KA/KU LNB SWM LABOR,MASC906491,1-1M1FOCLP,4/22/2014,8
IRD - CLIENT,MASC906491,1-1M1FOCLP,4/22/2014,15.25
IRD - CLIENT,MASC906491,1-1M1FOCLP,4/22/2014,15.25
IRD - ADVANCED WHOLE-HOME DVR,MASC906491,1-1M1FOCLP,4/22/2014,19
Swap Replace,MASC998231,1-1M1NL9KI,4/22/2014,5
Swap Replace,MASC998231,1-1M1NL9KI,4/22/2014,5
MRV ENABLED,MASC911659,1-1M1Y0CVA,4/22/2014,0
MULTI-SWITCH 2X4,MASC995440,1-1M1S6ATF,4/22/2014,0
IRD - STANDARD,MASC995440,1-1M1S6ATF,4/22/2014,19
ODU RELOCATE,MASC995440,1-1M1S6ATF,4/22/2014,18
MULTI-SWITCH 2X4,MASC995440,1-1M1S6ATF,4/22/2014,0
IRD - CLIENT,MASC998237,1-1LZWD1AE,4/22/2014,15.25
IRD - CLIENT,MASC998237,1-1LZWD1AE,4/22/2014,15.25
IRD - CLIENT,MASC998237,1-1LZWD1AE,4/22/2014,15.25
IRD - ADVANCED WHOLE-HOME DVR,MASC998237,1-1LZWD1AE,4/22/2014,19
KA/KU LNB SWM 3,MASC998237,1-1LZWD1AE,4/22/2014,0
SWM ODU HARDWARE,MASC998237,1-1LZWD1AE,4/22/2014,0
MULTI-SWITCH SWM 16,MASC998231,1-1M1NL9KI,4/22/2014,0
KA/KU LNB 3,MASC998231,1-1M1NL9KI,4/22/2014,0
KA/KU LNB LABOR,MASC998231,1-1M1NL9KI,4/22/2014,17
MRV ENABLED,MASC998231,1-1M1NL9KI,4/22/2014,0
BS FILTER,MASC997093,1-1M0AFK1J,4/22/2014,0
Swap Replace,MASC997093,1-1M0AFK1J,4/22/2014,5
Swap Replace,MASC997093,1-1M0AFK1J,4/22/2014,5
IRD - CLIENT,MASC995214,1-1LYYFC0S,4/22/2014,15.25
IRD - ADVANCED WHOLE-HOME DVR,MASC995214,1-1LYYFC0S,4/22/2014,19
KA/KU LNB SWM LABOR,MASC998237,1-1LZWD1AE,4/22/2014,8
Swap Replace,MASC910284,1-1M0A6S28,4/22/2014,5
Swap Replace,MASC910284,1-1M0A6S28,4/22/2014,5
Swap Replace,MASC910284,1-1M0A6S28,4/22/2014,5
Swap Replace,MASC910284,1-1M0A6S28,4/22/2014,5
Swap Replace,MASC997093,1-1M0AFK1J,4/22/2014,5
IRD - KA/KU,MASC995196,1-1M19F6MZ,4/22/2014,19
IRD - KA/KU,MASC995196,1-1M19F6MZ,4/22/2014,19
KA/KU LNB SWM 3,MASC995196,1-1M19F6MZ,4/22/2014,0
SWM ODU HARDWARE,MASC995196,1-1M19F6MZ,4/22/2014,0
KA/KU LNB SWM LABOR,MASC995196,1-1M19F6MZ,4/22/2014,8
IRD - HD/DVR COMBO,MASC995196,1-1M19F6MZ,4/22/2014,19
RECEIVER DECA,MASC995196,1-1M19F6MZ,4/22/2014,0
MRV ENABLED,MASC995196,1-1M19F6MZ,4/22/2014,0
ODU HARDWARE,MASC997093,1-1M1HWSQ2,4/22/2014,0
KA/KU LNB LABOR,MASC997093,1-1M1HWSQ2,4/22/2014,17
IRD - KA/KU,MASC997093,1-1M1HWSQ2,4/22/2014,19
IRD - KA/KU,MASC997093,1-1M1HWSQ2,4/22/2014,19
IRD - STANDARD,MASC997093,1-1M1HWSQ2,4/22/2014,19
Swap Replace,MASC997565,1-1M1XRGH9,4/22/2014,5
KA/KU LNB SWM 3,MASC997565,1-1M1XRGH9,4/22/2014,0
KA/KU LNB SWM LABOR,MASC997093,1-1M0AFK1J,4/22/2014,8
IRD - CLIENT,MASC997093,1-1M0AFK1J,4/22/2014,15.25
KA/KU LNB SWM 3,MASC995214,1-1LYYFC0S,4/22/2014,0
SWM ODU HARDWARE,MASC995214,1-1LYYFC0S,4/22/2014,0
KA/KU LNB SWM LABOR,MASC995214,1-1LYYFC0S,4/22/2014,8
ODU UPGRADE,MASC910284,1-1M0A6S28,4/22/2014,22
KA/KU LNB SWM 3,MASC910284,1-1M0A6S28,4/22/2014,0
MRV ENABLED,MASC910284,1-1M0A6S28,4/22/2014,0
KA/KU LNB SWM 3,MASC910284,1-1LWV769S,4/22/2014,0
SWM ODU HARDWARE,MASC910284,1-1LWV769S,4/22/2014,0
IRD - CLIENT,MASC910284,1-1LWV769S,4/22/2014,15.25
IRD - ADVANCED WHOLE-HOME DVR,MASC910284,1-1LWV769S,4/22/2014,19
KA/KU LNB SWM LABOR,MASC910284,1-1LWV769S,4/22/2014,8
BS FILTER,MASC996962,1-1M22QYNX,4/22/2014,0
BS FILTER,MASC996962,1-1M22QYNX,4/22/2014,0
SWM ODU HARDWARE,MASC907665,1-1LYE8MV6,4/21/2014,0
KA/KU LNB SWM LABOR,MASC907665,1-1LYE8MV6,4/21/2014,8
IRD - CLIENT,MASC907665,1-1LYE8MV6,4/21/2014,15.25
IRD - CLIENT,MASC907665,1-1LYE8MV6,4/21/2014,15.25
IRD - CLIENT,MASC907665,1-1LYE8MV6,4/21/2014,15.25
IRD - ADVANCED WHOLE-HOME DVR,MASC907665,1-1LYE8MV6,4/21/2014,19
"""ODU - 18""""""",MASC995569,1-1LHDNJSJ,4/21/2014,0
Swap Replace,MASC995064,1-1M013X2S,4/21/2014,5
IRD - CLIENT,MASC995569,1-1M03C4D2,4/21/2014,15.25
Swap Replace,MASC995569,1-1M03C4D2,4/21/2014,5
SWM ODU HARDWARE,MASC995569,1-1M03C4D2,4/21/2014,0
KA/KU LNB SWM LABOR,MASC995569,1-1M03C4D2,4/21/2014,8
INTERNAL DECA-T1,MASC995569,1-1M03C4D2,4/21/2014,4
IRD - KA/KU,MASC995569,1-1LY1NLON,4/21/2014,19
IRD - KA/KU,MASC995569,1-1LY1NLON,4/21/2014,19
KA/KU LNB SWM 3,MASC995569,1-1LY1NLON,4/21/2014,0
SWM ODU HARDWARE,MASC995569,1-1LY1NLON,4/21/2014,0
KA/KU LNB SWM LABOR,MASC995569,1-1LY1NLON,4/21/2014,8
BS FILTER,MASC995214,1-1LX9NHOX,4/21/2014,0
MRV ENABLED,MASC995214,1-1LX9NHOX,4/21/2014,0
IRD - ADVANCED WHOLE-HOME DVR,MASC995214,1-1LXDQ1ZX,4/21/2014,19
MULTI-SWITCH 2X4,MASC995569,1-1LHDNJSJ,4/21/2014,0
IRD - STANDARD,MASC995569,1-1LHDNJSJ,4/21/2014,19
IRD - STANDARD,MASC995569,1-1LHDNJSJ,4/21/2014,19
IRD - STANDARD,MASC995569,1-1LHDNJSJ,4/21/2014,19
IRD - STANDARD,MASC995569,1-1LHDNJSJ,4/21/2014,19
KA/KU LNB SWM 3,MASC995144,1-1M00J2BW,4/21/2014,0
ODU UPGRADE,MASC995144,1-1M00J2BW,4/21/2014,22
Swap Replace,MASC995144,1-1M00J2BW,4/21/2014,5
Swap Replace,MASC995144,1-1M00J2BW,4/21/2014,5
IRD - CLIENT,MASC995064,1-1M013X2S,4/21/2014,15.25
SWM ODU HARDWARE,MASC995064,1-1M013X2S,4/21/2014,0
ODU RELOCATE,MASC995064,1-1M013X2S,4/21/2014,18
KA/KU LNB SWM 3,MASC995064,1-1M013X2S,4/21/2014,0
SECOND LINE DVR,MASC998397,1-1M0CLFDJ,4/21/2014,14
KA/KU LNB 3,MASC998397,1-1M0CLFDJ,4/21/2014,0
ODU UPGRADE,MASC998397,1-1M0CLFDJ,4/21/2014,22
ODU HARDWARE,MASC998397,1-1M0CLFDJ,4/21/2014,0
KA/KU LNB LABOR,MASC998397,1-1M0CLFDJ,4/21/2014,17
MULTI-SWITCH KA 6X8,MASC998397,1-1M0CLFDJ,4/21/2014,0
IRD - HD/DVR COMBO,MASC995569,1-1LY1NLON,4/21/2014,19
RECEIVER DECA,MASC995569,1-1LY1NLON,4/21/2014,0
MRV ENABLED,MASC995569,1-1LY1NLON,4/21/2014,0
KA/KU LNB SWM 3,MASC995214,1-1LXDQ1ZX,4/21/2014,0
SWM ODU HARDWARE,MASC995214,1-1LXDQ1ZX,4/21/2014,0
KA/KU LNB SWM LABOR,MASC995214,1-1LXDQ1ZX,4/21/2014,8
ODU RELOCATE,MASC995144,1-1M00J2BW,4/21/2014,18
Swap Replace,MASC998397,1-1M0CLFDJ,4/21/2014,5
NON DIRECTV EQUIPMENT,MASC998397,1-1M0CLFDJ,4/21/2014,22
KA/KU LNB SWM 3,MASC995196,1-1LYZVNC9,4/21/2014,0
SWM ODU HARDWARE,MASC995196,1-1LYZVNC9,4/21/2014,0
KA/KU LNB SWM LABOR,MASC995196,1-1LYZVNC9,4/21/2014,8
IRD - ADVANCED WHOLE-HOME DVR,MASC995196,1-1LYZVNC9,4/21/2014,19
IRD - STANDARD,MASC995144,1-1LVK1XQ8,4/21/2014,19
"""ODU - 18""""""",MASC995144,1-1LVK1XQ8,4/21/2014,0
IRD - STANDARD,MASC995144,1-1LVK1XQ8,4/21/2014,19
MULTI-SWITCH 2X4,MASC995144,1-1LVK1XQ8,4/21/2014,0
MULTI-SWITCH KA 6X8,MASC995144,1-1LVK1XQ8,4/21/2014,0
KA/KU LNB SWM 3,MASC997093,1-1M0FA2AQ,4/21/2014,0
KA/KU LNB SWM 3,MASC995440,1-1M0ZIHCB,4/21/2014,0
SWM ODU HARDWARE,MASC995440,1-1M0ZIHCB,4/21/2014,0
IRD - KA/KU,MASC995440,1-1M0ZIHCB,4/21/2014,19
IRD - HD/DVR COMBO,MASC995440,1-1M0ZIHCB,4/21/2014,19
IRD - KA/KU,MASC995440,1-1M0ZIHCB,4/21/2014,19
IRD - KA/KU,MASC995440,1-1M0ZIHCB,4/21/2014,19
KA/KU LNB SWM LABOR,MASC995440,1-1M0ZIHCB,4/21/2014,8
RECEIVER DECA,MASC995440,1-1M0ZIHCB,4/21/2014,0
MRV ENABLED,MASC995440,1-1M0ZIHCB,4/21/2014,0
SWM ODU HARDWARE,MASC997093,1-1M0FA2AQ,4/21/2014,0
KA/KU LNB SWM LABOR,MASC997093,1-1M0FA2AQ,4/21/2014,8
IRD - CLIENT,MASC997093,1-1M0FA2AQ,4/21/2014,15.25
IRD - CLIENT,MASC997093,1-1M0FA2AQ,4/21/2014,15.25
IRD - CLIENT,MASC997093,1-1M0FA2AQ,4/21/2014,15.25
IRD - ADVANCED WHOLE-HOME DVR,MASC997093,1-1M0FA2AQ,4/21/2014,19
INTERNAL DECA-T1,MASC997093,1-1M0FA2AQ,4/21/2014,4
Swap Replace,MASC913802,1-1LW8UJA6,4/21/2014,5
Swap Replace,MASC913802,1-1LW8UJA6,4/21/2014,5
KA/KU LNB SWM 3,MASC913802,1-1LW8UJA6,4/21/2014,0
ODU UPGRADE,MASC913802,1-1LW8UJA6,4/21/2014,22
SWM ODU HARDWARE,MASC913802,1-1LW8UJA6,4/21/2014,0
KA/KU LNB SWM LABOR,MASC913802,1-1LW8UJA6,4/21/2014,8
SECOND LINE DVR,MASC998397,1-1M0DG569,4/21/2014,14
Swap Relocate,MASC998397,1-1M0DG569,4/21/2014,5
IRD - HD/DVR COMBO,MASC998397,1-1M0DG569,4/21/2014,19
ODU UPGRADE,MASC998397,1-1M0DG569,4/21/2014,22
MULTI-SWITCH 2X4,MASC998397,1-1M0DG569,4/21/2014,0
Swap Replace,MASC913802,1-1LZ4389E,4/21/2014,5
Swap Replace,MASC913802,1-1LZ4389E,4/21/2014,5
MRV ENABLED,MASC913802,1-1LW8UJA6,4/21/2014,0
IRD - STANDARD,MASC995440,1-1M0B33V3,4/21/2014,19
KA/KU LNB SWM 3,MASC995440,1-1M0B33V3,4/21/2014,0
ODU UPGRADE,MASC995440,1-1M0B33V3,4/21/2014,22
MRV ENABLED,MASC995440,1-1M0B33V3,4/21/2014,0
KA/KU LNB SWM 3,MASC995214,1-1LZTYFF3,4/21/2014,0
ODU UPGRADE,MASC995214,1-1LZTYFF3,4/21/2014,22
SWM ODU HARDWARE,MASC995214,1-1LZTYFF3,4/21/2014,0
Swap Replace,MASC995214,1-1LZTYFF3,4/21/2014,5
KA/KU LNB SWM LABOR,MASC995214,1-1LZTYFF3,4/21/2014,8
ODU RELOCATE,MASC995214,1-1LZTYFF3,4/21/2014,18
KA/KU LNB SWM 3,MASC995196,1-1M0ZWA5W,4/21/2014,0
SWM ODU HARDWARE,MASC995196,1-1M0ZWA5W,4/21/2014,0
KA/KU LNB SWM LABOR,MASC995196,1-1M0ZWA5W,4/21/2014,8
IRD - KA/KU,MASC995196,1-1M0ZWA5W,4/21/2014,19
IRD - KA/KU,MASC995196,1-1M0ZWA5W,4/21/2014,19
IRD - KA/KU,MASC995196,1-1M0ZWA5W,4/21/2014,19
IRD - HD/DVR COMBO,MASC995196,1-1M0ZWA5W,4/21/2014,19
INTERNAL DECA-T1,MASC995196,1-1M1809XK,4/21/2014,4
IRD - CLIENT,MASC997093,1-1LW54T3O,4/21/2014,15.25
IRD - CLIENT,MASC997093,1-1LW54T3O,4/21/2014,15.25
KA/KU LNB SWM 3,MASC997093,1-1LW54T3O,4/21/2014,0
SWM ODU HARDWARE,MASC997093,1-1LW54T3O,4/21/2014,0
KA/KU LNB SWM LABOR,MASC997093,1-1LW54T3O,4/21/2014,8
RECEIVER DECA,MASC995196,1-1M0ZWA5W,4/21/2014,0
WIFI BB DECA-T1,MASC995196,1-1M0ZWA5W,4/21/2014,4
MRV ENABLED,MASC995196,1-1M0ZWA5W,4/21/2014,0
IRD - CLIENT,MASC997093,1-1LW54T3O,4/21/2014,15.25
IRD - ADVANCED WHOLE-HOME DVR,MASC997093,1-1LW54T3O,4/21/2014,19
ODU RELOCATE,MASC995214,1-1LZSJAW8,4/21/2014,18
NON DIRECTV EQUIPMENT,MASC995214,1-1LZSJAW8,4/21/2014,22
IRD - KA/KU,MASC995440,1-1LZ6KVXE,4/21/2014,19
NON DIRECTV EQUIPMENT,MASC995440,1-1LZ6KVXE,4/21/2014,22
"""ODU - 18""""""",MASC998231,1-1LZSIOX7,4/21/2014,0
MULTI-SWITCH 2X4,MASC998231,1-1LZSIOX7,4/21/2014,0
IRD - STANDARD,MASC998231,1-1LZSIOX7,4/21/2014,19
IRD - STANDARD,MASC998231,1-1LZSIOX7,4/21/2014,19
IRD - STANDARD,MASC998231,1-1LZSIOX7,4/21/2014,19
MRV ENABLED,MASC995214,1-1LZSJAW8,4/21/2014,0
"""ODU - 18""""""",MASC907665,1-1M05J96O,4/21/2014,0
IRD - STANDARD,MASC907665,1-1M05J96O,4/21/2014,19
IRD - STANDARD,MASC907665,1-1M05J96O,4/21/2014,19
MULTI-SWITCH 2X4,MASC907665,1-1M05J96O,4/21/2014,0
IRD - STANDARD,MASC998231,1-1LZSIOX7,4/21/2014,19
IRD - HD/DVR COMBO,MASC995064,1-1LY5NRA0,4/21/2014,19
IRD - HD/DVR COMBO,MASC995064,1-1LY5NRA0,4/21/2014,19
System Swap,MASC995144,1-1M08EXLQ,4/21/2014,5
KA/KU LNB SWM 3,MASC995144,1-1M08EXLQ,4/21/2014,0
ODU UPGRADE,MASC995144,1-1M08EXLQ,4/21/2014,22
SWM ODU HARDWARE,MASC995144,1-1M08EXLQ,4/21/2014,0
KA/KU LNB SWM LABOR,MASC995144,1-1M08EXLQ,4/21/2014,8
ODU RELOCATE,MASC995144,1-1M08EXLQ,4/21/2014,18
KA/KU LNB SWM 3,MASC995064,1-1LY5NRA0,4/21/2014,0
SWM ODU HARDWARE,MASC995064,1-1LY5NRA0,4/21/2014,0
KA/KU LNB SWM LABOR,MASC995064,1-1LY5NRA0,4/21/2014,8
IRD - STANDARD,MASC995064,1-1LY5NRA0,4/21/2014,19
MRV ENABLED,MASC995064,1-1LY5NRA0,4/21/2014,0
"""ODU - 36""""""",MASC999035,1-1M0VLR7L,4/22/2014,0
KA/KU LNB 3,MASC999035,1-1M0VLR7L,4/22/2014,0
ADDITIONAL LABOR,MASC999035,1-1M0VLR7L,4/22/2014,22
ODU HARDWARE,MASC999035,1-1M0VLR7L,4/22/2014,0
KA/KU LNB LABOR,MASC999035,1-1M0VLR7L,4/22/2014,17
IRD - STANDARD,MASC911659,1-1M1EOWV9,4/22/2014,19
IRD - STANDARD,MASC911659,1-1M1EOWV9,4/22/2014,19
IRD - STANDARD,MASC911659,1-1M1EOWV9,4/22/2014,19
IRD - STANDARD,MASC911659,1-1M1EOWV9,4/22/2014,19
"""ODU - 18""""""",MASC911659,1-1M1EOWV9,4/22/2014,0
MRV ENABLED,MASC998397,1-1M1VRBYP,4/22/2014,0
BS FILTER,MASC998397,1-1LVQUOD8,4/22/2014,0
BS FILTER,MASC998397,1-1LVQUOD8,4/22/2014,0
Swap Relocate,MASC998397,1-1LVQUOD8,4/22/2014,5
BS FILTER,MASC998397,1-1LVQUOD8,4/22/2014,0
BS FILTER,MASC998397,1-1LVQUOD8,4/22/2014,0
BS FILTER,MASC998397,1-1LVQUOD8,4/22/2014,0
KA/KU LNB SWM 3,MASC998397,1-1LVQUOD8,4/22/2014,0
ODU UPGRADE,MASC998397,1-1LVQUOD8,4/22/2014,22
SWM ODU HARDWARE,MASC998397,1-1LVQUOD8,4/22/2014,0
Upgrade,MASC995144,1-1M00J2BW,4/21/2014,25
SUBSIDY,MASC995144,1-1M00J2BW,4/21/2014,0
Upgrade,MASC995569,1-1M03C4D2,4/21/2014,25
SUBSIDY,MASC995569,1-1M03C4D2,4/21/2014,0
Service,MASC906491,1-1M0Z4NPX,4/21/2014,37
SUBSIDY,MASC906491,1-1M0Z4NPX,4/21/2014,0
New Install,MASC995569,1-1LY1NLON,4/21/2014,60
SUBSIDY,MASC995569,1-1LY1NLON,4/21/2014,0
Service,MASC998231,1-1M03FWCA,4/21/2014,37
SUBSIDY,MASC998231,1-1M03FWCA,4/21/2014,0
Service,MASC995196,1-1M1809XK,4/21/2014,37
SUBSIDY,MASC995196,1-1M1809XK,4/21/2014,0
New Install,MASC995064,1-1M2ISS0S,4/23/2014,60
SUBSIDY,MASC995064,1-1M2ISS0S,4/23/2014,0
Former Install,MASC914117,1-1M2NCRNN,4/23/2014,60
SUBSIDY,MASC914117,1-1M2NCRNN,4/23/2014,0
Upgrade,MASC997093,1-1M2RT2B0,4/23/2014,25
SUBSIDY,MASC997093,1-1M2RT2B0,4/23/2014,0
Former Install,MASC997093,1-1M2V6585,4/23/2014,60
SUBSIDY,MASC997093,1-1M2V6585,4/23/2014,0
Upgrade,MASC995440,1-1M2V7UIK,4/23/2014,25
SUBSIDY,MASC995440,1-1M2V7UIK,4/23/2014,0
New Install,MASC911659,1-1M209NGS,4/23/2014,60
SUBSIDY,MASC911659,1-1M209NGS,4/23/2014,0
SUBSIDY,MASC995440,1-1M2Z8AYW,4/23/2014,0
Upgrade,MASC907665,1-1M2DQEEU,4/23/2014,25
SUBSIDY,MASC907665,1-1M2DQEEU,4/23/2014,0
New Install,MASC995440,1-1M2Z8AYW,4/23/2014,60
Service,MASC906491,1-1M32T7FR,4/23/2014,37
SUBSIDY,MASC906491,1-1M32T7FR,4/23/2014,0
New Install,MASC907665,1-1LXYO8DQ,4/23/2014,60
SUBSIDY,MASC907665,1-1LXYO8DQ,4/23/2014,0
Upgrade,MASC995569,1-1M1BHING,4/23/2014,25
SUBSIDY,MASC995569,1-1M1BHING,4/23/2014,0
Upgrade,MASC995064,1-1M27JYDS,4/23/2014,25
SUBSIDY,MASC995064,1-1M27JYDS,4/23/2014,0
New Install,MASC906491,1-1M2A0FAX,4/23/2014,60
SUBSIDY,MASC906491,1-1M2A0FAX,4/23/2014,0
New Install,MASC995196,1-1M2S1X6F,4/23/2014,60
SUBSIDY,MASC995196,1-1M2S1X6F,4/23/2014,0
Former Install,MASC996962,1-1M2HD2FW,4/23/2014,60
SUBSIDY,MASC996962,1-1M2HD2FW,4/23/2014,0
Former Install,MASC995569,1-1M2PF84T,4/23/2014,60
SUBSIDY,MASC995569,1-1M2PF84T,4/23/2014,0
Upgrade,MASC998397,1-1M2XA0OA,4/23/2014,25
SUBSIDY,MASC998397,1-1M2XA0OA,4/23/2014,0
Upgrade,MASC913802,1-1M20Q4TV,4/23/2014,25
SUBSIDY,MASC913802,1-1M20Q4TV,4/23/2014,0
Service,MASC907665,1-1L6R6HM3,4/23/2014,-37
New Install,MASC995064,1-1LZGPW33,4/23/2014,60
SUBSIDY,MASC995064,1-1LZGPW33,4/23/2014,0
New Install,MASC998237,1-1M2EPQ0W,4/23/2014,60
SUBSIDY,MASC998237,1-1M2EPQ0W,4/23/2014,0
New Install,MASC906491,1-1LRLW8I3,4/23/2014,60
SUBSIDY,MASC906491,1-1LRLW8I3,4/23/2014,0
New Install,MASC995214,1-1LYVU1N3,4/23/2014,60
SUBSIDY,MASC995214,1-1LYVU1N3,4/23/2014,0
New Install,MASC995440,1-1LZ84USA,4/23/2014,60
SUBSIDY,MASC995440,1-1LZ84USA,4/23/2014,0
Upgrade,MASC998397,1-1LYCUL8Q,4/23/2014,25
SUBSIDY,MASC998397,1-1LYCUL8Q,4/23/2014,0
Former Install,MASC911659,1-1M09B1TT,4/23/2014,60
SUBSIDY,MASC911659,1-1M09B1TT,4/23/2014,0
New Install,MASC999035,1-1LYEGZY8,4/23/2014,60
Former Install,MASC997565,1-1M2E4Y4U,4/23/2014,60
SUBSIDY,MASC997565,1-1M2E4Y4U,4/23/2014,0
New Install,MASC997093,1-1M2ST3J0,4/23/2014,60
SUBSIDY,MASC997093,1-1M2ST3J0,4/23/2014,0
Former Install,MASC995569,1-1M2TIBEF,4/23/2014,60
SUBSIDY,MASC995569,1-1M2TIBEF,4/23/2014,0
New Install,MASC995214,1-1M2XEZEZ,4/23/2014,60
SUBSIDY,MASC995214,1-1M2XEZEZ,4/23/2014,0
Service,MASC996962,1-1LLK9THF,4/23/2014,-37
New Install,MASC910284,1-1M2ZLVA0,4/23/2014,60
SUBSIDY,MASC910284,1-1M2ZLVA0,4/23/2014,0
SUBSIDY,MASC995144,1-1M2O1CUM,4/23/2014,0
Upgrade,MASC911659,1-1LK1I5AK,4/23/2014,25
SUBSIDY,MASC911659,1-1LK1I5AK,4/23/2014,0
New Install,MASC995144,1-1M2O1CUM,4/23/2014,60
Service,MASC995166,1-1LLZEPVQ,4/23/2014,-37
ODU UPGRADE,MASC997565,1-1M1XRGH9,4/22/2014,22
ODU RELOCATE,MASC997565,1-1M1XRGH9,4/22/2014,18
MRV ENABLED,MASC997565,1-1M1XRGH9,4/22/2014,0
KA/KU LNB SWM 3,MASC914117,1-1LYLOIFS,4/22/2014,0
MULTI-SWITCH SWM 16,MASC996962,1-1M22QYNX,4/22/2014,0
Swap Relocate,MASC996962,1-1M22QYNX,4/22/2014,5
IRD - STANDARD,MASC996962,1-1M22QYNX,4/22/2014,19
NON DIRECTV EQUIPMENT,MASC996962,1-1M22QYNX,4/22/2014,22
MRV ENABLED,MASC996962,1-1M22QYNX,4/22/2014,0
